code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
sk,data/country_weather_by_era/pre/weather_era5_sk_uniform_1p0deg.csv,34873,27898,6975,2019-03-16 08:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0975528074582174,0.085653793846672,-0.0118990136115454,0.8299432499916293,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.887767955863194,4.963292627321539,-0.0755246714583446,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
at,data/country_weather_by_era/pre/weather_era5_at_uniform_2p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4961037552761327,0.5655003397428244,0.0693965844666917,7.939237457991112,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,13.890435006547255,12.787164060079942,1.1032709464673154,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
be,data/country_weather_by_era/pre/weather_era5_be_uniform_2p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0818294581833128,0.6502299986370861,0.5684005404537732,0.8462212500162423,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,7.036103977392883,4.318705766709405,2.717398210683478,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
bg,data/country_weather_by_era/pre/weather_era5_bg_uniform_2p0deg.csv,35062,28049,7013,2019-03-14 17:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.4424698074408367,0.534621333178192,0.0921515257373553,0.8226451250375248,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.974532314217534,4.406034511767809,0.5684978024497251,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
cz,data/country_weather_by_era/pre/weather_era5_cz_uniform_2p0deg.csv,35041,28032,7009,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.6559870682110591,0.8320350172954594,0.1760479490844002,1.6140669169835746,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,2.1063144384003674,1.5778176521032692,0.5284967862970982,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
de,data/country_weather_by_era/pre/weather_era5_de_uniform_2p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2405425301618055,0.7636560756558897,0.5231135454940842,9.173265290970448,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,11.728238543511983,6.397334845170337,5.330903698341648,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
dk,data/country_weather_by_era/pre/weather_era5_dk_uniform_2p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0436025566717506,0.7449013587347526,0.701298802063002,9.150061000022106,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,25.48769626163998,12.373696264247725,13.113999997392254,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
es,data/country_weather_by_era/pre/weather_era5_es_uniform_2p0deg.csv,35054,28043,7011,2019-03-14 15:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.0869720831797029,0.4804198082371894,0.5673918914168924,8.292441500001587,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.300944188660576,7.402095834840915,2.89884835381966,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
fr,data/country_weather_by_era/pre/weather_era5_fr_uniform_2p0deg.csv,35003,28002,7001,2019-03-14 21:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.3576132169728709,0.3075669449425291,0.6651801619154001,0.8910897090099752,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,5.11851053516646,3.910547833789836,1.207962701376624,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
gr,data/country_weather_by_era/pre/weather_era5_gr_uniform_2p0deg.csv,35023,28018,7005,2019-03-14 23:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3832649892319646,0.6590961093286261,0.2758311200966614,6.401364582998212,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.897883376998204,4.995691749341735,1.9021916276564692,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
hr,data/country_weather_by_era/pre/weather_era5_hr_uniform_2p0deg.csv,8760,7008,1752,2019-10-19 23:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-1.6192286612221976,-1.0294345240385931,0.5897941371836044,3.209089750016574,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,32.22091106788874,28.59441252714109,3.6264985407476544,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ie,data/country_weather_by_era/pre/weather_era5_ie_uniform_2p0deg.csv,34879,27903,6976,2019-03-15 16:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,0.0099800380931569,0.6990043477775207,0.6890243096843638,8.631270749960095,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,18.617262859141192,9.100116178779675,9.517146680361517,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lt,data/country_weather_by_era/pre/weather_era5_lt_uniform_2p0deg.csv,34352,27481,6871,2019-03-19 09:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.1020377408815622,0.6809411649919437,0.5789034241103814,5.097947166999802,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.839638314678356,3.9656722155983584,2.873966099079998,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lv,data/country_weather_by_era/pre/weather_era5_lv_uniform_2p0deg.csv,34992,27993,6999,2019-03-14 06:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.16411355877043,-0.0401869362799822,-0.2043004950504122,9.18298500002129,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,20.99451792190991,22.63883723907354,-1.644319317163628,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
nl,data/country_weather_by_era/pre/weather_era5_nl_uniform_2p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.1945913864609201,0.4456265733455981,0.6402179598065182,0.7780091669992544,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,3.561537360405521,2.5174558866607097,1.0440814737448112,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
pt,data/country_weather_by_era/pre/weather_era5_pt_uniform_2p0deg.csv,35064,28051,7013,2019-03-14 19:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,-0.0804644649177241,0.3981510187665267,0.4786154836842509,8.412518208031543,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,17.86528061484563,13.077045452000144,4.788235162845487,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ro,data/country_weather_by_era/pre/weather_era5_ro_uniform_2p0deg.csv,35009,28007,7002,2019-03-15 04:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3692445363366243,0.5132018174469568,0.1439572811103324,8.315366709022783,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,9.81303263330194,8.25463226264125,1.5584003706606904,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
rs,data/country_weather_by_era/pre/weather_era5_rs_uniform_2p0deg.csv,26487,21189,5298,2019-05-25 05:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4597746709361293,0.3889555796508088,-0.0708190912853204,6.703281791007612,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.8317197346199565,5.23017955692566,-0.3984598223057034,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
si,data/country_weather_by_era/pre/weather_era5_si_uniform_2p0deg.csv,35061,28048,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2256348149460545,0.1864607792235381,-0.0391740357225164,9.09364833397558,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.793224349449606,10.951061622274375,-0.1578372728247714,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
sk,data/country_weather_by_era/pre/weather_era5_sk_uniform_2p0deg.csv,34873,27898,6975,2019-03-16 08:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0975528074582174,0.0937340779490855,-0.0038187295091319,0.8072712919674814,2.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.887767955863194,4.936037941369185,-0.0482699855059909,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
at,data/country_weather_by_era/pre/weather_era5_at_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.497143965942786,0.5239460817477493,0.0268021158049632,8.569318624970037,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,13.87947901933043,13.326079311674247,0.5533997076561814,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
be,data/country_weather_by_era/pre/weather_era5_be_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0817545259112659,0.6600438799455404,0.5782893540342744,0.8073445000336505,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,7.03113906003516,4.250919450384645,2.7802196096505156,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
bg,data/country_weather_by_era/pre/weather_era5_bg_uniform_0p25deg.csv,35062,28049,7013,2019-03-14 17:00:00+00:00,2019-12-31 21:00:00+00:00,regression,LightGBM,r2,0.4429260359842488,0.519924625381487,0.0769985893972381,0.8108488749712706,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.971137222874793,4.46605780763573,0.505079415239063,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
cz,data/country_weather_by_era/pre/weather_era5_cz_uniform_0p25deg.csv,35041,28032,7009,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.6549204447046366,0.8338610248848322,0.1789405801801955,0.867611083027441,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,2.1095662869423175,1.575836679631369,0.5337296073109485,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
de,data/country_weather_by_era/pre/weather_era5_de_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.2437988614140794,0.7960719138088455,0.552273052394766,8.561697959026787,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,11.695963307247968,5.93031085765912,5.765652449588846,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
dk,data/country_weather_by_era/pre/weather_era5_dk_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0390657265717682,0.7857934630473589,0.7467277364755907,8.03941125003621,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,25.532534006225067,11.343374528193518,14.189159478031549,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
es,data/country_weather_by_era/pre/weather_era5_es_uniform_0p25deg.csv,35054,28043,7011,2019-03-14 15:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.0895464056154353,0.4607273438034956,0.550273749418931,7.764362499990966,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.323653026972869,7.5303242876141905,2.7933287393586763,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
fr,data/country_weather_by_era/pre/weather_era5_fr_uniform_0p25deg.csv,35003,28002,7001,2019-03-14 21:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.3661378876432437,0.3225310120986119,0.6886688997418556,1.5218443750054576,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,5.136435428379696,3.876531395980368,1.2599040323993278,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
gr,data/country_weather_by_era/pre/weather_era5_gr_uniform_0p25deg.csv,35023,28018,7005,2019-03-14 23:00:00+00:00,2019-12-31 21:00:00+00:00,regression,LightGBM,r2,0.3810923628641166,0.6615787478399131,0.2804863849757965,6.041053750028368,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.915804002959841,4.986254809926733,1.9295491930331077,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
hr,data/country_weather_by_era/pre/weather_era5_hr_uniform_0p25deg.csv,8760,7008,1752,2019-10-19 23:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,-1.5746282905381208,-0.9407546806467696,0.6338736098913511,3.0326273750397377,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,31.95952012351829,27.828283225675996,4.131236897842292,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ie,data/country_weather_by_era/pre/weather_era5_ie_uniform_0p25deg.csv,34879,27903,6976,2019-03-15 16:00:00+00:00,2019-12-31 23:00:00+00:00,regression,LightGBM,r2,0.0090073436277043,0.7925234158149708,0.7835160721872664,8.244066540966742,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,18.61247904793727,7.728537638039775,10.8839414098975,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lt,data/country_weather_by_era/pre/weather_era5_lt_uniform_0p25deg.csv,34352,27481,6871,2019-03-19 09:00:00+00:00,2019-12-31 21:00:00+00:00,regression,LightGBM,r2,0.1032995827407636,0.7293327875437758,0.6260332048030122,5.252330166986212,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.837820892996806,3.665095068862728,3.172725824134078,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lv,data/country_weather_by_era/pre/weather_era5_lv_uniform_0p25deg.csv,34992,27993,6999,2019-03-14 06:00:00+00:00,2019-12-31 21:00:00+00:00,regression,LightGBM,r2,0.1593929777680786,-0.0659164719282885,-0.2253094496963671,9.167993292037863,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,20.9029849665924,22.782803407923467,-1.879818441331068,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
nl,data/country_weather_by_era/pre/weather_era5_nl_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.1895322465236899,0.4334923835406942,0.6230246300643841,0.6998769160127267,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,3.560543594210646,2.530983257313697,1.029560336896949,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
pt,data/country_weather_by_era/pre/weather_era5_pt_uniform_0p25deg.csv,35064,28051,7013,2019-03-14 19:00:00+00:00,2019-12-31 23:00:00+00:00,regression,LightGBM,r2,-0.0965457592553002,0.3904366430878038,0.4869824023431041,8.665963583975099,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,17.977773831239762,13.15564569291348,4.822128138326283,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ro,data/country_weather_by_era/pre/weather_era5_ro_uniform_0p25deg.csv,35009,28007,7002,2019-03-15 04:00:00+00:00,2019-12-31 21:00:00+00:00,regression,LightGBM,r2,0.3697418788660437,0.4963626285816064,0.1266207497155627,8.948783915955573,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,9.806413017453664,8.444400184054622,1.3620128333990404,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
rs,data/country_weather_by_era/pre/weather_era5_rs_uniform_0p25deg.csv,26487,21189,5298,2019-05-25 05:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.4543974202830947,0.3659485768671791,-0.0884488434159156,6.479813666956034,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.830805711253834,5.299841283512915,-0.4690355722590809,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
si,data/country_weather_by_era/pre/weather_era5_si_uniform_0p25deg.csv,35061,28048,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.2199283081703911,0.150596975885895,-0.069331332284496,9.189243541040923,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.8147348316079,11.149015169179528,-0.334280337571629,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
sk,data/country_weather_by_era/pre/weather_era5_sk_uniform_0p25deg.csv,34873,27898,6975,2019-03-16 08:00:00+00:00,2019-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1022179492662496,0.0729229421362518,-0.0292950071299977,0.8151657080161385,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.870492737101131,5.014632618035499,-0.1441398809343681,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
