code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
de,data/country_weather_by_era/pre/weather_era5_de_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2405425301618055,0.7920306180877695,0.551488087925964,8.561697959026787,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,11.728238543511983,5.999541820240783,5.728696723271202,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
dk,data/country_weather_by_era/pre/weather_era5_dk_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0436025566717506,0.7897567866423504,0.7461542299705998,8.03941125003621,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,25.48769626163998,11.254295767588395,14.233400494051583,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
es,data/country_weather_by_era/pre/weather_era5_es_uniform_0p25deg.csv,35054,28043,7011,2019-03-14 15:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.0869720831797029,0.4652498707645388,0.5522219539442418,7.764362499990966,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.300944188660576,7.489260888675936,2.8116832999846384,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
fr,data/country_weather_by_era/pre/weather_era5_fr_uniform_0p25deg.csv,35003,28002,7001,2019-03-14 21:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.3576132169728709,0.3253680986474612,0.6829813156203322,1.5218443750054576,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,5.11851053516646,3.8665229958042087,1.2519875393622515,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
gr,data/country_weather_by_era/pre/weather_era5_gr_uniform_0p25deg.csv,35023,28018,7005,2019-03-14 23:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3832649892319646,0.6585253515482736,0.275260362316309,6.041053750028368,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.897883376998204,5.0077361503912785,1.890147226606926,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
hr,data/country_weather_by_era/pre/weather_era5_hr_uniform_0p25deg.csv,8760,7008,1752,2019-10-19 23:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-1.6192286612221976,-1.0927760716553454,0.5264525895668521,3.0326273750397377,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,32.22091106788874,29.179163829642828,3.0417472382459145,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ie,data/country_weather_by_era/pre/weather_era5_ie_uniform_0p25deg.csv,34879,27903,6976,2019-03-15 16:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,0.0099800380931569,0.7945901589577128,0.7846101208645558,8.244066540966742,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,18.617262859141192,7.69221419066874,10.925048668472453,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lt,data/country_weather_by_era/pre/weather_era5_lt_uniform_0p25deg.csv,34352,27481,6871,2019-03-19 09:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.1020377408815622,0.7348470366743076,0.6328092957927454,5.252330166986212,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.839638314678356,3.6170716502456663,3.22256666443269,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lv,data/country_weather_by_era/pre/weather_era5_lv_uniform_0p25deg.csv,34992,27993,6999,2019-03-14 06:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.16411355877043,-0.0245454907153142,-0.1886590494857442,9.167993292037863,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,20.99451792190991,22.505924441902593,-1.5114065199926827,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
nl,data/country_weather_by_era/pre/weather_era5_nl_uniform_0p25deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.1945913864609201,0.4331257795998587,0.6277171660607789,0.6998769160127267,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,3.561537360405521,2.5312420111456637,1.0302953492598572,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
pt,data/country_weather_by_era/pre/weather_era5_pt_uniform_0p25deg.csv,35064,28051,7013,2019-03-14 19:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,-0.0804644649177241,0.3983049502268603,0.4787694151445845,8.665963583975099,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,17.86528061484563,13.079238037661876,4.786042577183753,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ro,data/country_weather_by_era/pre/weather_era5_ro_uniform_0p25deg.csv,35009,28007,7002,2019-03-15 04:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3692445363366243,0.4970749907514933,0.1278304544148689,8.948783915955573,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,9.81303263330194,8.476852410921559,1.3361802223803814,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
rs,data/country_weather_by_era/pre/weather_era5_rs_uniform_0p25deg.csv,26487,21189,5298,2019-05-25 05:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4597746709361293,0.3880512997635206,-0.0717233711726087,6.479813666956034,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.8317197346199565,5.226583648003439,-0.3948639133834826,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
si,data/country_weather_by_era/pre/weather_era5_si_uniform_0p25deg.csv,35061,28048,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2256348149460545,0.1748100588716574,-0.050824756074397,9.189243541040923,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.793224349449606,11.00664620782329,-0.2134218583736835,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
sk,data/country_weather_by_era/pre/weather_era5_sk_uniform_0p25deg.csv,34873,27898,6975,2019-03-16 08:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0975528074582174,0.0854187730600086,-0.0121340343982088,0.8151657080161385,0.25,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.887767955863194,4.956805064729863,-0.0690371088666692,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
at,data/country_weather_by_era/pre/weather_era5_at_uniform_0p5deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4961037552761327,0.5388679610870524,0.0427642058109196,8.599077125021722,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,13.890435006547255,13.17713544688787,0.7132995596593865,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
be,data/country_weather_by_era/pre/weather_era5_be_uniform_0p5deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0818294581833128,0.6668712753329757,0.5850418171496629,0.845983375038486,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,7.036103977392883,4.204284181927616,2.8318197954652664,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
bg,data/country_weather_by_era/pre/weather_era5_bg_uniform_0p5deg.csv,35062,28049,7013,2019-03-14 17:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.4424698074408367,0.5305963992826286,0.0881265918417918,0.8109715419705026,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.974532314217534,4.435801023340646,0.5387312908768873,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
cz,data/country_weather_by_era/pre/weather_era5_cz_uniform_0p5deg.csv,35041,28032,7009,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.6559870682110591,0.8352333983143687,0.1792463301033096,0.8769702920108102,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,2.1063144384003674,1.5657396994204342,0.5405747389799331,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
de,data/country_weather_by_era/pre/weather_era5_de_uniform_0p5deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2405425301618055,0.7902085766706746,0.5496660465088691,9.381773624976631,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,11.728238543511983,6.032340861828141,5.695897681683844,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
dk,data/country_weather_by_era/pre/weather_era5_dk_uniform_0p5deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0436025566717506,0.7830379436327931,0.7394353869610425,8.981340625032317,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,25.48769626163998,11.416254513644803,14.071441747995172,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
es,data/country_weather_by_era/pre/weather_era5_es_uniform_0p5deg.csv,35054,28043,7011,2019-03-14 15:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.0869720831797029,0.4720295227908011,0.5590016059705041,8.826106040971354,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.300944188660576,7.438385936707005,2.862558251953569,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
fr,data/country_weather_by_era/pre/weather_era5_fr_uniform_0p5deg.csv,35003,28002,7001,2019-03-14 21:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.3576132169728709,0.3226255624008683,0.6802387793737393,0.9433732919860632,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,5.11851053516646,3.872215268080412,1.2462952670860483,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
gr,data/country_weather_by_era/pre/weather_era5_gr_uniform_0p5deg.csv,35023,28018,7005,2019-03-14 23:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3832649892319646,0.6585253515482736,0.275260362316309,6.436931292002555,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.897883376998204,5.0077361503912785,1.890147226606926,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
hr,data/country_weather_by_era/pre/weather_era5_hr_uniform_0p5deg.csv,8760,7008,1752,2019-10-19 23:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-1.6192286612221976,-0.9865722826926332,0.6326563785295642,3.1661500000045635,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,32.22091106788874,28.362467212456743,3.8584438554319966,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ie,data/country_weather_by_era/pre/weather_era5_ie_uniform_0p5deg.csv,34879,27903,6976,2019-03-15 16:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,0.0099800380931569,0.791591814246843,0.781611776153686,8.307980292011052,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,18.617262859141192,7.714905862964923,10.90235699617627,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lt,data/country_weather_by_era/pre/weather_era5_lt_uniform_0p5deg.csv,34352,27481,6871,2019-03-19 09:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.1020377408815622,0.7389954599372417,0.6369577190556794,5.289308417006396,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.839638314678356,3.590478411029215,3.249159903649141,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lv,data/country_weather_by_era/pre/weather_era5_lv_uniform_0p5deg.csv,34992,27993,6999,2019-03-14 06:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.16411355877043,-0.0119285299632496,-0.1760420887336796,9.282514500024265,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,20.99451792190991,22.285184052395195,-1.290666130485285,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
nl,data/country_weather_by_era/pre/weather_era5_nl_uniform_0p5deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.1945913864609201,0.4352809554658192,0.6298723419267394,0.6800804160302505,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,3.561537360405521,2.5275047717261683,1.0340325886793529,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
pt,data/country_weather_by_era/pre/weather_era5_pt_uniform_0p5deg.csv,35064,28051,7013,2019-03-14 19:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,-0.0804644649177241,0.3944702459164813,0.4749347108342054,8.52143566700397,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,17.86528061484563,13.100697786369889,4.764582828475742,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ro,data/country_weather_by_era/pre/weather_era5_ro_uniform_0p5deg.csv,35009,28007,7002,2019-03-15 04:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3692445363366243,0.500149153413453,0.1309046170768286,9.135460791992957,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,9.81303263330194,8.443139859323542,1.369892773978398,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
rs,data/country_weather_by_era/pre/weather_era5_rs_uniform_0p5deg.csv,26487,21189,5298,2019-05-25 05:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4597746709361293,0.3857383952578078,-0.0740362756783215,6.353129499999341,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.8317197346199565,5.20924446316798,-0.3775247285480239,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
si,data/country_weather_by_era/pre/weather_era5_si_uniform_0p5deg.csv,35061,28048,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2256348149460545,0.1807833464041494,-0.0448514685419051,9.041452958015723,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.793224349449606,10.970357780255592,-0.1771334308059877,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
sk,data/country_weather_by_era/pre/weather_era5_sk_uniform_0p5deg.csv,34873,27898,6975,2019-03-16 08:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0975528074582174,0.0853742054607874,-0.01217860199743,0.7781477079843171,0.5,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.887767955863194,4.951363743860166,-0.0635957879969719,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
at,data/country_weather_by_era/pre/weather_era5_at_uniform_1p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4961037552761327,0.5449856110200256,0.0488818557438929,8.138103541976307,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,13.890435006547255,13.06655853671355,0.8238764698337064,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
be,data/country_weather_by_era/pre/weather_era5_be_uniform_1p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0818294581833128,0.6547444479771509,0.572914989793838,0.7945197920198552,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,7.036103977392883,4.284306108290967,2.7517978691019156,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
bg,data/country_weather_by_era/pre/weather_era5_bg_uniform_1p0deg.csv,35062,28049,7013,2019-03-14 17:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.4424698074408367,0.533998048239075,0.0915282407982382,0.797733666957356,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.974532314217534,4.439111916895081,0.5354203973224525,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
cz,data/country_weather_by_era/pre/weather_era5_cz_uniform_1p0deg.csv,35041,28032,7009,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.6559870682110591,0.8299248124402693,0.1739377442292101,1.6771885000052862,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,2.1063144384003674,1.583040299001983,0.5232741393983844,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
de,data/country_weather_by_era/pre/weather_era5_de_uniform_1p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2405425301618055,0.7905279119070283,0.5499853817452228,9.403160083980763,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,11.728238543511983,5.997767108419483,5.730471435092502,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
dk,data/country_weather_by_era/pre/weather_era5_dk_uniform_1p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.0436025566717506,0.7675507533266619,0.7239481966549113,8.947543458023574,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,25.48769626163998,11.823511558958916,13.664184702681062,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
es,data/country_weather_by_era/pre/weather_era5_es_uniform_1p0deg.csv,35054,28043,7011,2019-03-14 15:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.0869720831797029,0.4758433054215316,0.5628153886012346,8.373934582981747,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.300944188660576,7.428092046772157,2.8728521418884174,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
fr,data/country_weather_by_era/pre/weather_era5_fr_uniform_1p0deg.csv,35003,28002,7001,2019-03-14 21:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.3576132169728709,0.317130210553285,0.674743427526156,0.898930958006531,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,5.11851053516646,3.8945491172240128,1.2239614179424474,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
gr,data/country_weather_by_era/pre/weather_era5_gr_uniform_1p0deg.csv,35023,28018,7005,2019-03-14 23:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3832649892319646,0.6581144801698156,0.2748494909378509,6.419261500006542,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.897883376998204,4.99721484383815,1.9006685331600544,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
hr,data/country_weather_by_era/pre/weather_era5_hr_uniform_1p0deg.csv,8760,7008,1752,2019-10-19 23:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-1.6192286612221976,-0.9566549349849274,0.6625737262372702,3.2756930830073543,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,32.22091106788874,28.005772775307936,4.215138292580807,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ie,data/country_weather_by_era/pre/weather_era5_ie_uniform_1p0deg.csv,34879,27903,6976,2019-03-15 16:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,0.0099800380931569,0.7534381734778051,0.7434581353846481,8.455639625026379,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,18.617262859141192,8.282606342381449,10.334656516759743,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lt,data/country_weather_by_era/pre/weather_era5_lt_uniform_1p0deg.csv,34352,27481,6871,2019-03-19 09:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.1020377408815622,0.7169845252399074,0.6149467843583452,5.347903916030191,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,6.839638314678356,3.7327254757416313,3.106912838936725,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
lv,data/country_weather_by_era/pre/weather_era5_lv_uniform_1p0deg.csv,34992,27993,6999,2019-03-14 06:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.16411355877043,-0.0065958813233988,-0.1707094400938288,9.527937957958784,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,20.99451792190991,22.23716839969599,-1.2426504777860783,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
nl,data/country_weather_by_era/pre/weather_era5_nl_uniform_1p0deg.csv,35063,28050,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,-0.1945913864609201,0.4490437389575852,0.6436351254185053,0.7057271669618785,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,3.561537360405521,2.5147849827046653,1.0467523777008556,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
pt,data/country_weather_by_era/pre/weather_era5_pt_uniform_1p0deg.csv,35064,28051,7013,2019-03-14 19:00:00+00:00,2019-12-31 23:00:00+00:00,regression,GradientBoosting,r2,-0.0804644649177241,0.3932351791977573,0.4736996441154815,8.61353745800443,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,17.86528061484563,13.128826157550996,4.736454457294634,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
ro,data/country_weather_by_era/pre/weather_era5_ro_uniform_1p0deg.csv,35009,28007,7002,2019-03-15 04:00:00+00:00,2019-12-31 21:00:00+00:00,regression,GradientBoosting,r2,0.3692445363366243,0.5034568304130685,0.1342122940764442,8.220594374986831,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,9.81303263330194,8.380079456923406,1.4329531763785344,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
rs,data/country_weather_by_era/pre/weather_era5_rs_uniform_1p0deg.csv,26487,21189,5298,2019-05-25 05:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.4597746709361293,0.3867028190150807,-0.0730718519210485,6.644684209022671,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,4.8317197346199565,5.206643094407652,-0.3749233597876955,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
si,data/country_weather_by_era/pre/weather_era5_si_uniform_1p0deg.csv,35061,28048,7013,2019-03-14 18:00:00+00:00,2019-12-31 22:00:00+00:00,regression,GradientBoosting,r2,0.2256348149460545,0.1787547293810403,-0.0468800855650142,8.952246541972272,1.0,uniform,annual,"2016,2017,2018,2019",data/capacity_weights_pre_and_covid_by_year,20260723T004508Z-92d6e1cf,8,10.793224349449606,10.968181918118626,-0.1749575686690203,pre,Pre-COVID (2016-2019),results/covid_era_spatial_resolution/pre/model_results.csv
